Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Label
canvasser,pollster.n.01,noun.person,n,someone who conducts surveys of public opinion,"['a pollster conducts public opinion polls', 'a headcounter counts heads']",N
canvasser,canvasser.n.04,noun.person,n,a person who takes or counts votes,[],N
capek,capek.n.01,noun.person,n,Czech writer who introduced the word `robot' into the English language (1890-1938),[],N
capet,capet.n.01,noun.person,n,King of France elected in 987 and founding the Capetian dynasty (940-996),[],N
capo,capo.n.01,noun.person,n,the head of a branch of an organized crime syndicate,[],N
capone,capone.n.01,noun.person,n,United States gangster who terrorized Chicago during prohibition until arrested for tax evasion (1899-1947),[],N
capra,capra.n.01,noun.person,n,United States film maker (1897-1991),[],N
capricorn,capricorn.n.01,noun.person,n,(astrology) a person who is born while the sun is in Capricorn,[],N
captain,captain.n.01,noun.person,n,an officer holding a rank below a major but above a lieutenant,[],N
captain,captain.n.02,noun.person,n,the naval officer in command of a military ship,[],N
captain,captain.n.03,noun.person,n,a policeman in charge of a precinct,[],N
captain,master.n.07,noun.person,n,an officer who is licensed to command a merchant ship,[],N
captain,captain.n.05,noun.person,n,the leader of a group of people,['a captain of industry'],N
captain,captain.n.06,noun.person,n,the pilot in charge of an airship,[],N
captain,captain.n.07,noun.person,n,a dining-room attendant who is in charge of the waiters and the seating of customers,[],N
captain_bligh,bligh.n.01,noun.person,n,"British admiral; was captain of the H.M.S. Bounty in 1789 when part of the crew mutinied and set him afloat in an open boat; a few weeks later he arrived safely in Timor 4,000 miles away (1754-1817)",[],N
captain_bob,bartlett.n.01,noun.person,n,United States explorer who accompanied Peary's expedition to the North Pole and who led many other Arctic trips (1875-1946),[],N
captain_cook,cook.n.02,noun.person,n,English navigator who claimed the east coast of Australia for Britain and discovered several Pacific islands (1728-1779),[],N
captain_horatio_hornblower,horatio_hornblower.n.01,noun.person,n,a fictional English admiral during the Napoleonic Wars in novels written by C. S. Forester,[],N
captain_james_cook,cook.n.02,noun.person,n,English navigator who claimed the east coast of Australia for Britain and discovered several Pacific islands (1728-1779),[],N
captain_john_smith,smith.n.07,noun.person,n,"English explorer who helped found the colony at Jamestown, Virginia; was said to have been saved by Pocahontas (1580-1631)",[],N
captain_kidd,kidd.n.01,noun.person,n,Scottish sea captain who was hired to protect British shipping in the Indian Ocean and then was accused of piracy and hanged (1645-1701),[],N
captor,captor.n.01,noun.person,n,a person who captures and holds people or animals,[],N
capturer,captor.n.01,noun.person,n,a person who captures and holds people or animals,[],N
car-mechanic,automobile_mechanic.n.01,noun.person,n,someone whose occupation is repairing and maintaining automobiles,[],N
carabineer,carbineer.n.01,noun.person,n,a soldier (historically a mounted soldier) who is armed with a carbine,[],N
carabinier,carbineer.n.01,noun.person,n,a soldier (historically a mounted soldier) who is armed with a carbine,[],N
caravaggio,caravaggio.n.01,noun.person,n,Italian painter noted for his realistic depiction of religious subjects and his novel use of light (1573-1610),[],N
carbineer,carbineer.n.01,noun.person,n,a soldier (historically a mounted soldier) who is armed with a carbine,[],N
card,wag.n.01,noun.person,n,a witty amusing person who makes jokes,[],N
card_player,card_player.n.01,noun.person,n,someone who plays (or knows how to play) card games,[],N
card_shark,cardsharp.n.01,noun.person,n,a professional card player who makes a living by cheating at card games,[],N
card_sharp,cardsharp.n.01,noun.person,n,a professional card player who makes a living by cheating at card games,[],N
card_sharper,cardsharp.n.01,noun.person,n,a professional card player who makes a living by cheating at card games,[],N
cardholder,cardholder.n.01,noun.person,n,a person who holds a credit card or debit card,[],N
cardholder,cardholder.n.02,noun.person,n,a player who holds a card or cards in a card game,[],N
cardinal_bellarmine,bellarmine.n.01,noun.person,n,Italian cardinal and theologian (1542-1621),[],N
cardinal_newman,newman.n.02,noun.person,n,English prelate and theologian who (with John Keble and Edward Pusey) founded the Oxford movement; Newman later turned to Roman Catholicism and became a cardinal (1801-1890),[],N
cardinal_richelieu,richelieu.n.01,noun.person,n,French prelate and statesman; principal minister to Louis XIII (1585-1642),[],N
cardiologist,cardiologist.n.01,noun.person,n,a specialist in cardiology; a specialist in the structure and function and disorders of the heart,[],N
cards,wag.n.01,noun.person,n,a witty amusing person who makes jokes,[],N
cardsharp,cardsharp.n.01,noun.person,n,a professional card player who makes a living by cheating at card games,[],N
cardsharper,cardsharp.n.01,noun.person,n,a professional card player who makes a living by cheating at card games,[],N
carducci,carducci.n.01,noun.person,n,Italian poet considered the national poet of modern Italy (1835-1907),[],N
career_girl,career_girl.n.01,noun.person,n,a woman who is a careerist,[],F
career_man,career_man.n.01,noun.person,n,a man who is a careerist,[],M
careerist,careerist.n.01,noun.person,n,a professional who is intent on furthering his or her career by any possible means and often at the expense of their own integrity,[],N
caregiver,health_professional.n.01,noun.person,n,a person who helps in identifying or preventing or treating illness or disability,[],N
caregiver,caregiver.n.02,noun.person,n,a person who is responsible for attending to the needs of a child or dependent adult,[],N
carelian,karelian.n.01,noun.person,n,a member of the Finnish people living in Karelia in northwestern European Russia,[],N
caretaker,caretaker.n.01,noun.person,n,a custodian who is hired to take care of something (property or a person),[],N
caretaker,caretaker.n.02,noun.person,n,an official who performs the duties of an office temporarily,['he acted as a caretaker until a new president could be elected'],N
carew,carew.n.01,noun.person,n,Englishman and Cavalier poet whose lyric poetry was favored by Charles I (1595-1639),[],N
carhop,carhop.n.01,noun.person,n,a waiter at a drive-in restaurant,[],N
carib,carib.n.01,noun.person,n,a member of an American Indian peoples of northeastern South America and the Lesser Antilles,[],N
carib_indian,carib.n.01,noun.person,n,a member of an American Indian peoples of northeastern South America and the Lesser Antilles,[],N
caricaturist,caricaturist.n.01,noun.person,n,someone who parodies in an exaggerated manner,[],N
carillonneur,carillonneur.n.01,noun.person,n,a musician who plays a carillon,[],N
carioca,carioca.n.01,noun.person,n,a native or inhabitant of Rio de Janeiro,[],N
carl_anderson,anderson.n.05,noun.person,n,United States physicist who discovered antimatter in the form of an antielectron that is called the positron (1905-1991),[],N
carl_august_nielsen,nielsen.n.01,noun.person,n,Danish composer (1865-1931),[],N
carl_clinton_van_doren,van_doren.n.01,noun.person,n,United States writer and literary critic (1885-1950),[],N
carl_david_anderson,anderson.n.05,noun.person,n,United States physicist who discovered antimatter in the form of an antielectron that is called the positron (1905-1991),[],N
carl_gustaf_mossander,mosander.n.01,noun.person,n,Swedish chemist who discovered rare earth elements (1797-1858),[],N
carl_gustav_jung,jung.n.01,noun.person,n,Swiss psychologist (1875-1961),[],N
carl_jung,jung.n.01,noun.person,n,Swiss psychologist (1875-1961),[],N
carl_lewis,lewis.n.02,noun.person,n,United States athlete who won gold medals at the Olympics for his skill in sprinting and jumping (born in 1961),[],N
carl_maria_von_weber,weber.n.05,noun.person,n,German conductor and composer of romantic operas (1786-1826),[],N
carl_nielsen,nielsen.n.01,noun.person,n,Danish composer (1865-1931),[],N
carl_orff,orff.n.01,noun.person,n,German musician who developed a widely used system for teaching music to children (1895-1982),[],N
carl_rogers,rogers.n.03,noun.person,n,United States psychologist who developed client-centered therapy (1902-1987),[],N
carl_sandburg,sandburg.n.01,noun.person,n,United States writer remembered for his poetry in free verse and his six volume biography of Abraham Lincoln (1878-1967),[],N
carl_van_doren,van_doren.n.01,noun.person,n,United States writer and literary critic (1885-1950),[],N
carl_von_linne,linnaeus.n.01,noun.person,n,Swedish botanist who proposed the modern system of biological nomenclature (1707-1778),[],N
carl_xvi_gustaf,carl_xvi_gustav.n.01,noun.person,n,king of Sweden since 1973 (born 1946),[],N
carl_xvi_gustav,carl_xvi_gustav.n.01,noun.person,n,king of Sweden since 1973 (born 1946),[],N
carl_yastrzemski,yastrzemski.n.01,noun.person,n,United States baseball player (born in 1939),[],N
carlo_goldoni,goldoni.n.01,noun.person,n,prolific Italian dramatist (1707-1793),[],N
carlos,sanchez.n.01,noun.person,n,Venezuelan master terrorist raised by a Marxist-Leninist father; trained and worked with many terrorist groups (born in 1949),[],N
carlos_chavez,chavez.n.01,noun.person,n,Mexican composer of nationalistic works using themes from Indian folk music (1899-1978),[],N
carlos_fuentes,fuentes.n.01,noun.person,n,Mexican novelist (born in 1928),[],N
carlos_the_jackal,sanchez.n.01,noun.person,n,Venezuelan master terrorist raised by a Marxist-Leninist father; trained and worked with many terrorist groups (born in 1949),[],N
carlovingian,carolingian.n.01,noun.person,n,a member of the Carolingian dynasty,[],N
carlyle,carlyle.n.01,noun.person,n,Scottish historian who wrote about the French Revolution (1795-1881),[],N
carmichael,carmichael.n.01,noun.person,n,United States songwriter (1899-1981),[],N
carnegie,carnegie.n.01,noun.person,n,United States educator famous for writing a book about how to win friends and influence people (1888-1955),[],N
carnegie,carnegie.n.02,noun.person,n,United States industrialist and philanthropist who endowed education and public libraries and research trusts (1835-1919),[],N
carnot,carnot.n.01,noun.person,n,French physicist who founded thermodynamics (1796-1832),[],N
caroler,caroler.n.01,noun.person,n,a singer of carols,[],N
carolinian,carolinian.n.01,noun.person,n,a native or resident of the Carolinas,[],N
caroller,caroler.n.01,noun.person,n,a singer of carols,[],N
carolus,charlemagne.n.01,noun.person,n,king of the Franks and Holy Roman Emperor; conqueror of the Lombards and Saxons (742-814),[],N
carolus_linnaeus,linnaeus.n.01,noun.person,n,Swedish botanist who proposed the modern system of biological nomenclature (1707-1778),[],N
carothers,carothers.n.01,noun.person,n,United States chemist who developed nylon (1896-1937),[],N
carouser,wassailer.n.01,noun.person,n,someone who enjoys riotous drinking,[],N
carpenter,carpenter.n.01,noun.person,n,a woodworker who makes or repairs wooden objects,[],N
carper,carper.n.01,noun.person,n,someone who constantly criticizes in a petty way,[],N
carpet_knight,carpet_knight.n.01,noun.person,n,a knight who spends his time in luxury and idleness (knighted on the carpet at court rather than on the field of battle),[],N
carpetbagger,carpetbagger.n.01,noun.person,n,an outsider who seeks power or success presumptuously,['after the Civil War the carpetbaggers from the north tried to take over the south'],N
